index,start_time,event,empty_subdir,exists,file_count,path,query,records,attempts,status,error
125,2015/8/24 17:40,20150824_174000_UTC,hmi.Ic_45s,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150824_174000_UTC\hmi.Ic_45s,,,,,
126,2015/9/17 9:34,20150917_093400_UTC,131,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150917_093400_UTC\131,,,,,
126,2015/9/17 9:34,20150917_093400_UTC,211,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150917_093400_UTC\211,,,,,
126,2015/9/17 9:34,20150917_093400_UTC,304,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150917_093400_UTC\304,,,,,
126,2015/9/17 9:34,20150917_093400_UTC,hmi.Ic_45s,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150917_093400_UTC\hmi.Ic_45s,,,,,
127,2015/9/27 10:20,20150927_102000_UTC,131,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150927_102000_UTC\131,,,,,
127,2015/9/27 10:20,20150927_102000_UTC,211,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150927_102000_UTC\211,,,,,
127,2015/9/27 10:20,20150927_102000_UTC,304,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150927_102000_UTC\304,,,,,
127,2015/9/27 10:20,20150927_102000_UTC,hmi.Ic_45s,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150927_102000_UTC\hmi.Ic_45s,,,,,
128,2015/9/27 20:54,20150927_205400_UTC,131,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150927_205400_UTC\131,,,,,
128,2015/9/27 20:54,20150927_205400_UTC,211,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150927_205400_UTC\211,,,,,
128,2015/9/27 20:54,20150927_205400_UTC,304,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150927_205400_UTC\304,,,,,
128,2015/9/27 20:54,20150927_205400_UTC,hmi.Ic_45s,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150927_205400_UTC\hmi.Ic_45s,,,,,
129,2015/9/28 7:27,20150928_072700_UTC,131,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150928_072700_UTC\131,,,,,
129,2015/9/28 7:27,20150928_072700_UTC,211,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150928_072700_UTC\211,,,,,
129,2015/9/28 7:27,20150928_072700_UTC,304,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150928_072700_UTC\304,,,,,
129,2015/9/28 7:27,20150928_072700_UTC,hmi.Ic_45s,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150928_072700_UTC\hmi.Ic_45s,,,,,
130,2015/11/4 13:31,20151104_133100_UTC,131,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20151104_133100_UTC\131,,,,,
130,2015/11/4 13:31,20151104_133100_UTC,211,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20151104_133100_UTC\211,,,,,
130,2015/11/4 13:31,20151104_133100_UTC,304,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20151104_133100_UTC\304,,,,,
130,2015/11/4 13:31,20151104_133100_UTC,hmi.Ic_45s,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20151104_133100_UTC\hmi.Ic_45s,,,,,
131,2015/12/28 11:20,20151228_112000_UTC,131,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20151228_112000_UTC\131,,,,,
131,2015/12/28 11:20,20151228_112000_UTC,211,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20151228_112000_UTC\211,,,,,
131,2015/12/28 11:20,20151228_112000_UTC,304,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20151228_112000_UTC\304,,,,,
131,2015/12/28 11:20,20151228_112000_UTC,hmi.Ic_45s,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20151228_112000_UTC\hmi.Ic_45s,,,,,
132,2016/2/12 10:36,20160212_103600_UTC,131,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20160212_103600_UTC\131,,,,,
132,2016/2/12 10:36,20160212_103600_UTC,211,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20160212_103600_UTC\211,,,,,
132,2016/2/12 10:36,20160212_103600_UTC,304,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20160212_103600_UTC\304,,,,,
132,2016/2/12 10:36,20160212_103600_UTC,hmi.Ic_45s,TRUE,0,C:\Learning\PHD2nd\sunspotscar\data\M\20160212_103600_UTC\hmi.Ic_45s,,,,,
